policy,ret@iid,return_mean,sharpe_mean,max_drawdown_mean
noop,0.020350516561984465,0.020350516561984465,0.041635938956002094,0.03139138110439197
wm_plan,-0.012114380795428828,-0.012114380795428828,-0.012050473132689404,0.05719491329026789
